record_id,image_path,object_key,public_url
"x-2036153095109951796","assets/midjourney-x-discussions/i-m-using-midjourney-v7-attach-below-1.jpg","prompt-libraries/awesome-ai-prompts/midjourney/x-2036153095109951796/i-m-using-midjourney-v7-attach-below-1.jpg","https://pub-911e4fa03f0c4323a80d8f3dc99d1c7f.r2.dev/prompt-libraries/awesome-ai-prompts/midjourney/x-2036153095109951796/i-m-using-midjourney-v7-attach-below-1.jpg"
"x-2036153095109951796","assets/midjourney-x-discussions/i-m-using-midjourney-v7-attach-below-2.jpg","prompt-libraries/awesome-ai-prompts/midjourney/x-2036153095109951796/i-m-using-midjourney-v7-attach-below-2.jpg","https://pub-911e4fa03f0c4323a80d8f3dc99d1c7f.r2.dev/prompt-libraries/awesome-ai-prompts/midjourney/x-2036153095109951796/i-m-using-midjourney-v7-attach-below-2.jpg"
"x-2036237573300117775","assets/midjourney-x-discussions/oil-paint-canvas-no-impasto-detailed-soft-1.jpg","prompt-libraries/awesome-ai-prompts/midjourney/x-2036237573300117775/oil-paint-canvas-no-impasto-detailed-soft-1.jpg","https://pub-911e4fa03f0c4323a80d8f3dc99d1c7f.r2.dev/prompt-libraries/awesome-ai-prompts/midjourney/x-2036237573300117775/oil-paint-canvas-no-impasto-detailed-soft-1.jpg"
"x-2036418143535694043","assets/midjourney-x-discussions/macro-photography-black-white-portrait-sad-12-1.jpg","prompt-libraries/awesome-ai-prompts/midjourney/x-2036418143535694043/macro-photography-black-white-portrait-sad-12-1.jpg","https://pub-911e4fa03f0c4323a80d8f3dc99d1c7f.r2.dev/prompt-libraries/awesome-ai-prompts/midjourney/x-2036418143535694043/macro-photography-black-white-portrait-sad-12-1.jpg"
"x-2036490117460926501","assets/midjourney-x-discussions/object-faberge-egg-material-jewels-precious-metals-1.jpg","prompt-libraries/awesome-ai-prompts/midjourney/x-2036490117460926501/object-faberge-egg-material-jewels-precious-metals-1.jpg","https://pub-911e4fa03f0c4323a80d8f3dc99d1c7f.r2.dev/prompt-libraries/awesome-ai-prompts/midjourney/x-2036490117460926501/object-faberge-egg-material-jewels-precious-metals-1.jpg"
"x-2036626920817778940","assets/midjourney-x-discussions/arminn-ai-wait-i-made-something-so-1.jpg","prompt-libraries/awesome-ai-prompts/midjourney/x-2036626920817778940/arminn-ai-wait-i-made-something-so-1.jpg","https://pub-911e4fa03f0c4323a80d8f3dc99d1c7f.r2.dev/prompt-libraries/awesome-ai-prompts/midjourney/x-2036626920817778940/arminn-ai-wait-i-made-something-so-1.jpg"
"x-2036626920817778940","assets/midjourney-x-discussions/arminn-ai-wait-i-made-something-so-2.jpg","prompt-libraries/awesome-ai-prompts/midjourney/x-2036626920817778940/arminn-ai-wait-i-made-something-so-2.jpg","https://pub-911e4fa03f0c4323a80d8f3dc99d1c7f.r2.dev/prompt-libraries/awesome-ai-prompts/midjourney/x-2036626920817778940/arminn-ai-wait-i-made-something-so-2.jpg"
"x-2036633448971145715","assets/midjourney-x-discussions/woman-under-tree-no-text-unless-it-1.jpg","prompt-libraries/awesome-ai-prompts/midjourney/x-2036633448971145715/woman-under-tree-no-text-unless-it-1.jpg","https://pub-911e4fa03f0c4323a80d8f3dc99d1c7f.r2.dev/prompt-libraries/awesome-ai-prompts/midjourney/x-2036633448971145715/woman-under-tree-no-text-unless-it-1.jpg"
"x-2036939175627546819","assets/midjourney-x-discussions/lush-theatrical-cg-character-render-depicting-ancient-1.jpg","prompt-libraries/awesome-ai-prompts/midjourney/x-2036939175627546819/lush-theatrical-cg-character-render-depicting-ancient-1.jpg","https://pub-911e4fa03f0c4323a80d8f3dc99d1c7f.r2.dev/prompt-libraries/awesome-ai-prompts/midjourney/x-2036939175627546819/lush-theatrical-cg-character-render-depicting-ancient-1.jpg"
"x-2037172805377421502","assets/midjourney-x-discussions/cat-repose-ar-9-16-sref-2718353982-1.jpg","prompt-libraries/awesome-ai-prompts/midjourney/x-2037172805377421502/cat-repose-ar-9-16-sref-2718353982-1.jpg","https://pub-911e4fa03f0c4323a80d8f3dc99d1c7f.r2.dev/prompt-libraries/awesome-ai-prompts/midjourney/x-2037172805377421502/cat-repose-ar-9-16-sref-2718353982-1.jpg"
"x-2037252237198586103","assets/midjourney-x-discussions/add-that-human-that-futuristic-armor-moving-1.jpg","prompt-libraries/awesome-ai-prompts/midjourney/x-2037252237198586103/add-that-human-that-futuristic-armor-moving-1.jpg","https://pub-911e4fa03f0c4323a80d8f3dc99d1c7f.r2.dev/prompt-libraries/awesome-ai-prompts/midjourney/x-2037252237198586103/add-that-human-that-futuristic-armor-moving-1.jpg"
"x-2037326557530980480","assets/midjourney-x-discussions/cute-little-boy-cute-little-girl-holding-1.jpg","prompt-libraries/awesome-ai-prompts/midjourney/x-2037326557530980480/cute-little-boy-cute-little-girl-holding-1.jpg","https://pub-911e4fa03f0c4323a80d8f3dc99d1c7f.r2.dev/prompt-libraries/awesome-ai-prompts/midjourney/x-2037326557530980480/cute-little-boy-cute-little-girl-holding-1.jpg"
"x-2037363996551270643","assets/midjourney-x-discussions/realistic-realism-gritty-haunting-unsettling-charcoal-paper-1.jpg","prompt-libraries/awesome-ai-prompts/midjourney/x-2037363996551270643/realistic-realism-gritty-haunting-unsettling-charcoal-paper-1.jpg","https://pub-911e4fa03f0c4323a80d8f3dc99d1c7f.r2.dev/prompt-libraries/awesome-ai-prompts/midjourney/x-2037363996551270643/realistic-realism-gritty-haunting-unsettling-charcoal-paper-1.jpg"
"x-2037515468940931078","assets/midjourney-x-discussions/abstract-abstract-expressionism-oil-paint-canvas-light-1.jpg","prompt-libraries/awesome-ai-prompts/midjourney/x-2037515468940931078/abstract-abstract-expressionism-oil-paint-canvas-light-1.jpg","https://pub-911e4fa03f0c4323a80d8f3dc99d1c7f.r2.dev/prompt-libraries/awesome-ai-prompts/midjourney/x-2037515468940931078/abstract-abstract-expressionism-oil-paint-canvas-light-1.jpg"
"x-2037529281828618502","assets/midjourney-x-discussions/baby-giraffe-his-mama-african-plain-chaos-1.jpg","prompt-libraries/awesome-ai-prompts/midjourney/x-2037529281828618502/baby-giraffe-his-mama-african-plain-chaos-1.jpg","https://pub-911e4fa03f0c4323a80d8f3dc99d1c7f.r2.dev/prompt-libraries/awesome-ai-prompts/midjourney/x-2037529281828618502/baby-giraffe-his-mama-african-plain-chaos-1.jpg"
"x-2037533903854944383","assets/midjourney-x-discussions/or-affinity-one-day-maybe-midjourney-will-1.jpg","prompt-libraries/awesome-ai-prompts/midjourney/x-2037533903854944383/or-affinity-one-day-maybe-midjourney-will-1.jpg","https://pub-911e4fa03f0c4323a80d8f3dc99d1c7f.r2.dev/prompt-libraries/awesome-ai-prompts/midjourney/x-2037533903854944383/or-affinity-one-day-maybe-midjourney-will-1.jpg"
"x-2037533903854944383","assets/midjourney-x-discussions/or-affinity-one-day-maybe-midjourney-will-2.jpg","prompt-libraries/awesome-ai-prompts/midjourney/x-2037533903854944383/or-affinity-one-day-maybe-midjourney-will-2.jpg","https://pub-911e4fa03f0c4323a80d8f3dc99d1c7f.r2.dev/prompt-libraries/awesome-ai-prompts/midjourney/x-2037533903854944383/or-affinity-one-day-maybe-midjourney-will-2.jpg"
"x-2037533903854944383","assets/midjourney-x-discussions/or-affinity-one-day-maybe-midjourney-will-3.jpg","prompt-libraries/awesome-ai-prompts/midjourney/x-2037533903854944383/or-affinity-one-day-maybe-midjourney-will-3.jpg","https://pub-911e4fa03f0c4323a80d8f3dc99d1c7f.r2.dev/prompt-libraries/awesome-ai-prompts/midjourney/x-2037533903854944383/or-affinity-one-day-maybe-midjourney-will-3.jpg"
"x-2037691637221232654","assets/midjourney-x-discussions/feel-free-use-prompt-silhouette-teddy-bear-1.jpg","prompt-libraries/awesome-ai-prompts/midjourney/x-2037691637221232654/feel-free-use-prompt-silhouette-teddy-bear-1.jpg","https://pub-911e4fa03f0c4323a80d8f3dc99d1c7f.r2.dev/prompt-libraries/awesome-ai-prompts/midjourney/x-2037691637221232654/feel-free-use-prompt-silhouette-teddy-bear-1.jpg"
"x-2037863126994194891","assets/midjourney-x-discussions/8k-516-9-1.jpg","prompt-libraries/awesome-ai-prompts/midjourney/x-2037863126994194891/8k-516-9-1.jpg","https://pub-911e4fa03f0c4323a80d8f3dc99d1c7f.r2.dev/prompt-libraries/awesome-ai-prompts/midjourney/x-2037863126994194891/8k-516-9-1.jpg"
"x-2038003845930832047","assets/midjourney-x-discussions/hyperrealistic-photograph-adult-pokmon-trainer-inspired-by-1.jpg","prompt-libraries/awesome-ai-prompts/midjourney/x-2038003845930832047/hyperrealistic-photograph-adult-pokmon-trainer-inspired-by-1.jpg","https://pub-911e4fa03f0c4323a80d8f3dc99d1c7f.r2.dev/prompt-libraries/awesome-ai-prompts/midjourney/x-2038003845930832047/hyperrealistic-photograph-adult-pokmon-trainer-inspired-by-1.jpg"
"x-2038009344047133003","assets/midjourney-x-discussions/young-teenaged-boy-some-days-i-only-1.jpg","prompt-libraries/awesome-ai-prompts/midjourney/x-2038009344047133003/young-teenaged-boy-some-days-i-only-1.jpg","https://pub-911e4fa03f0c4323a80d8f3dc99d1c7f.r2.dev/prompt-libraries/awesome-ai-prompts/midjourney/x-2038009344047133003/young-teenaged-boy-some-days-i-only-1.jpg"
"x-2038258668769104008","assets/midjourney-x-discussions/death-studio-operators-want-you-believe-that-1.jpg","prompt-libraries/awesome-ai-prompts/midjourney/x-2038258668769104008/death-studio-operators-want-you-believe-that-1.jpg","https://pub-911e4fa03f0c4323a80d8f3dc99d1c7f.r2.dev/prompt-libraries/awesome-ai-prompts/midjourney/x-2038258668769104008/death-studio-operators-want-you-believe-that-1.jpg"
"x-2038872892121723363","assets/midjourney-x-discussions/woman-sitting-cafe-drinking-coffee-sref-sref-1.jpg","prompt-libraries/awesome-ai-prompts/midjourney/x-2038872892121723363/woman-sitting-cafe-drinking-coffee-sref-sref-1.jpg","https://pub-911e4fa03f0c4323a80d8f3dc99d1c7f.r2.dev/prompt-libraries/awesome-ai-prompts/midjourney/x-2038872892121723363/woman-sitting-cafe-drinking-coffee-sref-sref-1.jpg"
"x-2039438545241403772","assets/midjourney-x-discussions/studio-baroque-chiaroscuro-artistic-styles-midjourney-v7-1.jpg","prompt-libraries/awesome-ai-prompts/midjourney/x-2039438545241403772/studio-baroque-chiaroscuro-artistic-styles-midjourney-v7-1.jpg","https://pub-911e4fa03f0c4323a80d8f3dc99d1c7f.r2.dev/prompt-libraries/awesome-ai-prompts/midjourney/x-2039438545241403772/studio-baroque-chiaroscuro-artistic-styles-midjourney-v7-1.jpg"
"x-2039438545241403772","assets/midjourney-x-discussions/studio-baroque-chiaroscuro-artistic-styles-midjourney-v7-2.jpg","prompt-libraries/awesome-ai-prompts/midjourney/x-2039438545241403772/studio-baroque-chiaroscuro-artistic-styles-midjourney-v7-2.jpg","https://pub-911e4fa03f0c4323a80d8f3dc99d1c7f.r2.dev/prompt-libraries/awesome-ai-prompts/midjourney/x-2039438545241403772/studio-baroque-chiaroscuro-artistic-styles-midjourney-v7-2.jpg"
"x-2039438545241403772","assets/midjourney-x-discussions/studio-baroque-chiaroscuro-artistic-styles-midjourney-v7-3.jpg","prompt-libraries/awesome-ai-prompts/midjourney/x-2039438545241403772/studio-baroque-chiaroscuro-artistic-styles-midjourney-v7-3.jpg","https://pub-911e4fa03f0c4323a80d8f3dc99d1c7f.r2.dev/prompt-libraries/awesome-ai-prompts/midjourney/x-2039438545241403772/studio-baroque-chiaroscuro-artistic-styles-midjourney-v7-3.jpg"
"x-2039438545241403772","assets/midjourney-x-discussions/studio-baroque-chiaroscuro-artistic-styles-midjourney-v7-4.jpg","prompt-libraries/awesome-ai-prompts/midjourney/x-2039438545241403772/studio-baroque-chiaroscuro-artistic-styles-midjourney-v7-4.jpg","https://pub-911e4fa03f0c4323a80d8f3dc99d1c7f.r2.dev/prompt-libraries/awesome-ai-prompts/midjourney/x-2039438545241403772/studio-baroque-chiaroscuro-artistic-styles-midjourney-v7-4.jpg"
"x-2039443064461430846","assets/midjourney-x-discussions/small-open-window-light-curtains-moving-softly-1.jpg","prompt-libraries/awesome-ai-prompts/midjourney/x-2039443064461430846/small-open-window-light-curtains-moving-softly-1.jpg","https://pub-911e4fa03f0c4323a80d8f3dc99d1c7f.r2.dev/prompt-libraries/awesome-ai-prompts/midjourney/x-2039443064461430846/small-open-window-light-curtains-moving-softly-1.jpg"
"x-2039711977354690807","assets/midjourney-x-discussions/subject-cyanotype-printing-portrait-art-graphic-design-1.jpg","prompt-libraries/awesome-ai-prompts/midjourney/x-2039711977354690807/subject-cyanotype-printing-portrait-art-graphic-design-1.jpg","https://pub-911e4fa03f0c4323a80d8f3dc99d1c7f.r2.dev/prompt-libraries/awesome-ai-prompts/midjourney/x-2039711977354690807/subject-cyanotype-printing-portrait-art-graphic-design-1.jpg"
"x-2039711977354690807","assets/midjourney-x-discussions/subject-cyanotype-printing-portrait-art-graphic-design-2.jpg","prompt-libraries/awesome-ai-prompts/midjourney/x-2039711977354690807/subject-cyanotype-printing-portrait-art-graphic-design-2.jpg","https://pub-911e4fa03f0c4323a80d8f3dc99d1c7f.r2.dev/prompt-libraries/awesome-ai-prompts/midjourney/x-2039711977354690807/subject-cyanotype-printing-portrait-art-graphic-design-2.jpg"
"x-2039711977354690807","assets/midjourney-x-discussions/subject-cyanotype-printing-portrait-art-graphic-design-3.jpg","prompt-libraries/awesome-ai-prompts/midjourney/x-2039711977354690807/subject-cyanotype-printing-portrait-art-graphic-design-3.jpg","https://pub-911e4fa03f0c4323a80d8f3dc99d1c7f.r2.dev/prompt-libraries/awesome-ai-prompts/midjourney/x-2039711977354690807/subject-cyanotype-printing-portrait-art-graphic-design-3.jpg"
"x-2039711977354690807","assets/midjourney-x-discussions/subject-cyanotype-printing-portrait-art-graphic-design-4.jpg","prompt-libraries/awesome-ai-prompts/midjourney/x-2039711977354690807/subject-cyanotype-printing-portrait-art-graphic-design-4.jpg","https://pub-911e4fa03f0c4323a80d8f3dc99d1c7f.r2.dev/prompt-libraries/awesome-ai-prompts/midjourney/x-2039711977354690807/subject-cyanotype-printing-portrait-art-graphic-design-4.jpg"
"x-2039874953559031883","assets/midjourney-x-discussions/no-one-is-forever-not-gardener-not-1.jpg","prompt-libraries/awesome-ai-prompts/midjourney/x-2039874953559031883/no-one-is-forever-not-gardener-not-1.jpg","https://pub-911e4fa03f0c4323a80d8f3dc99d1c7f.r2.dev/prompt-libraries/awesome-ai-prompts/midjourney/x-2039874953559031883/no-one-is-forever-not-gardener-not-1.jpg"
"x-2040054735944998971","assets/midjourney-x-discussions/sref-code-drop-sref-2650835683-new-v7-1.jpg","prompt-libraries/awesome-ai-prompts/midjourney/x-2040054735944998971/sref-code-drop-sref-2650835683-new-v7-1.jpg","https://pub-911e4fa03f0c4323a80d8f3dc99d1c7f.r2.dev/prompt-libraries/awesome-ai-prompts/midjourney/x-2040054735944998971/sref-code-drop-sref-2650835683-new-v7-1.jpg"
"x-2040152403480043959","assets/midjourney-x-discussions/studio-emotional-isolation-midjourney-v7-v8-subject-1.jpg","prompt-libraries/awesome-ai-prompts/midjourney/x-2040152403480043959/studio-emotional-isolation-midjourney-v7-v8-subject-1.jpg","https://pub-911e4fa03f0c4323a80d8f3dc99d1c7f.r2.dev/prompt-libraries/awesome-ai-prompts/midjourney/x-2040152403480043959/studio-emotional-isolation-midjourney-v7-v8-subject-1.jpg"
"x-2040152403480043959","assets/midjourney-x-discussions/studio-emotional-isolation-midjourney-v7-v8-subject-2.jpg","prompt-libraries/awesome-ai-prompts/midjourney/x-2040152403480043959/studio-emotional-isolation-midjourney-v7-v8-subject-2.jpg","https://pub-911e4fa03f0c4323a80d8f3dc99d1c7f.r2.dev/prompt-libraries/awesome-ai-prompts/midjourney/x-2040152403480043959/studio-emotional-isolation-midjourney-v7-v8-subject-2.jpg"
"x-2040152403480043959","assets/midjourney-x-discussions/studio-emotional-isolation-midjourney-v7-v8-subject-3.jpg","prompt-libraries/awesome-ai-prompts/midjourney/x-2040152403480043959/studio-emotional-isolation-midjourney-v7-v8-subject-3.jpg","https://pub-911e4fa03f0c4323a80d8f3dc99d1c7f.r2.dev/prompt-libraries/awesome-ai-prompts/midjourney/x-2040152403480043959/studio-emotional-isolation-midjourney-v7-v8-subject-3.jpg"
"x-2040152403480043959","assets/midjourney-x-discussions/studio-emotional-isolation-midjourney-v7-v8-subject-4.jpg","prompt-libraries/awesome-ai-prompts/midjourney/x-2040152403480043959/studio-emotional-isolation-midjourney-v7-v8-subject-4.jpg","https://pub-911e4fa03f0c4323a80d8f3dc99d1c7f.r2.dev/prompt-libraries/awesome-ai-prompts/midjourney/x-2040152403480043959/studio-emotional-isolation-midjourney-v7-v8-subject-4.jpg"
"x-2040754789932486711","assets/midjourney-x-discussions/easter-bunny-ar-9-16-sref-4202157130-1.jpg","prompt-libraries/awesome-ai-prompts/midjourney/x-2040754789932486711/easter-bunny-ar-9-16-sref-4202157130-1.jpg","https://pub-911e4fa03f0c4323a80d8f3dc99d1c7f.r2.dev/prompt-libraries/awesome-ai-prompts/midjourney/x-2040754789932486711/easter-bunny-ar-9-16-sref-4202157130-1.jpg"
"x-2041263140340486503","assets/midjourney-x-discussions/studio-product-lifestyle-midjourney-v7-product-assembling-1.jpg","prompt-libraries/awesome-ai-prompts/midjourney/x-2041263140340486503/studio-product-lifestyle-midjourney-v7-product-assembling-1.jpg","https://pub-911e4fa03f0c4323a80d8f3dc99d1c7f.r2.dev/prompt-libraries/awesome-ai-prompts/midjourney/x-2041263140340486503/studio-product-lifestyle-midjourney-v7-product-assembling-1.jpg"
"x-2041263140340486503","assets/midjourney-x-discussions/studio-product-lifestyle-midjourney-v7-product-assembling-2.jpg","prompt-libraries/awesome-ai-prompts/midjourney/x-2041263140340486503/studio-product-lifestyle-midjourney-v7-product-assembling-2.jpg","https://pub-911e4fa03f0c4323a80d8f3dc99d1c7f.r2.dev/prompt-libraries/awesome-ai-prompts/midjourney/x-2041263140340486503/studio-product-lifestyle-midjourney-v7-product-assembling-2.jpg"
"x-2041263140340486503","assets/midjourney-x-discussions/studio-product-lifestyle-midjourney-v7-product-assembling-3.jpg","prompt-libraries/awesome-ai-prompts/midjourney/x-2041263140340486503/studio-product-lifestyle-midjourney-v7-product-assembling-3.jpg","https://pub-911e4fa03f0c4323a80d8f3dc99d1c7f.r2.dev/prompt-libraries/awesome-ai-prompts/midjourney/x-2041263140340486503/studio-product-lifestyle-midjourney-v7-product-assembling-3.jpg"
"x-2041263140340486503","assets/midjourney-x-discussions/studio-product-lifestyle-midjourney-v7-product-assembling-4.jpg","prompt-libraries/awesome-ai-prompts/midjourney/x-2041263140340486503/studio-product-lifestyle-midjourney-v7-product-assembling-4.jpg","https://pub-911e4fa03f0c4323a80d8f3dc99d1c7f.r2.dev/prompt-libraries/awesome-ai-prompts/midjourney/x-2041263140340486503/studio-product-lifestyle-midjourney-v7-product-assembling-4.jpg"
"x-2041303675835126005","assets/midjourney-x-discussions/object-unicorn-material-highly-colorful-glazed-ceramic-1.jpg","prompt-libraries/awesome-ai-prompts/midjourney/x-2041303675835126005/object-unicorn-material-highly-colorful-glazed-ceramic-1.jpg","https://pub-911e4fa03f0c4323a80d8f3dc99d1c7f.r2.dev/prompt-libraries/awesome-ai-prompts/midjourney/x-2041303675835126005/object-unicorn-material-highly-colorful-glazed-ceramic-1.jpg"
"x-2041420039425827174","assets/midjourney-x-discussions/subject-style-electron-microscope-image-ar-5-1.jpg","prompt-libraries/awesome-ai-prompts/midjourney/x-2041420039425827174/subject-style-electron-microscope-image-ar-5-1.jpg","https://pub-911e4fa03f0c4323a80d8f3dc99d1c7f.r2.dev/prompt-libraries/awesome-ai-prompts/midjourney/x-2041420039425827174/subject-style-electron-microscope-image-ar-5-1.jpg"
"x-2041420039425827174","assets/midjourney-x-discussions/subject-style-electron-microscope-image-ar-5-2.jpg","prompt-libraries/awesome-ai-prompts/midjourney/x-2041420039425827174/subject-style-electron-microscope-image-ar-5-2.jpg","https://pub-911e4fa03f0c4323a80d8f3dc99d1c7f.r2.dev/prompt-libraries/awesome-ai-prompts/midjourney/x-2041420039425827174/subject-style-electron-microscope-image-ar-5-2.jpg"
"x-2041420039425827174","assets/midjourney-x-discussions/subject-style-electron-microscope-image-ar-5-3.jpg","prompt-libraries/awesome-ai-prompts/midjourney/x-2041420039425827174/subject-style-electron-microscope-image-ar-5-3.jpg","https://pub-911e4fa03f0c4323a80d8f3dc99d1c7f.r2.dev/prompt-libraries/awesome-ai-prompts/midjourney/x-2041420039425827174/subject-style-electron-microscope-image-ar-5-3.jpg"
"x-2041420039425827174","assets/midjourney-x-discussions/subject-style-electron-microscope-image-ar-5-4.jpg","prompt-libraries/awesome-ai-prompts/midjourney/x-2041420039425827174/subject-style-electron-microscope-image-ar-5-4.jpg","https://pub-911e4fa03f0c4323a80d8f3dc99d1c7f.r2.dev/prompt-libraries/awesome-ai-prompts/midjourney/x-2041420039425827174/subject-style-electron-microscope-image-ar-5-4.jpg"
"x-2041425765070209420","assets/midjourney-x-discussions/new-midjourney-style-reference-unlock-sref-1067713062-1.jpg","prompt-libraries/awesome-ai-prompts/midjourney/x-2041425765070209420/new-midjourney-style-reference-unlock-sref-1067713062-1.jpg","https://pub-911e4fa03f0c4323a80d8f3dc99d1c7f.r2.dev/prompt-libraries/awesome-ai-prompts/midjourney/x-2041425765070209420/new-midjourney-style-reference-unlock-sref-1067713062-1.jpg"
"x-2041651734649401617","assets/midjourney-x-discussions/studio-product-lifestyle-midjourney-v7-beauty-product-1.jpg","prompt-libraries/awesome-ai-prompts/midjourney/x-2041651734649401617/studio-product-lifestyle-midjourney-v7-beauty-product-1.jpg","https://pub-911e4fa03f0c4323a80d8f3dc99d1c7f.r2.dev/prompt-libraries/awesome-ai-prompts/midjourney/x-2041651734649401617/studio-product-lifestyle-midjourney-v7-beauty-product-1.jpg"
"x-2041651734649401617","assets/midjourney-x-discussions/studio-product-lifestyle-midjourney-v7-beauty-product-2.jpg","prompt-libraries/awesome-ai-prompts/midjourney/x-2041651734649401617/studio-product-lifestyle-midjourney-v7-beauty-product-2.jpg","https://pub-911e4fa03f0c4323a80d8f3dc99d1c7f.r2.dev/prompt-libraries/awesome-ai-prompts/midjourney/x-2041651734649401617/studio-product-lifestyle-midjourney-v7-beauty-product-2.jpg"
"x-2041651734649401617","assets/midjourney-x-discussions/studio-product-lifestyle-midjourney-v7-beauty-product-3.jpg","prompt-libraries/awesome-ai-prompts/midjourney/x-2041651734649401617/studio-product-lifestyle-midjourney-v7-beauty-product-3.jpg","https://pub-911e4fa03f0c4323a80d8f3dc99d1c7f.r2.dev/prompt-libraries/awesome-ai-prompts/midjourney/x-2041651734649401617/studio-product-lifestyle-midjourney-v7-beauty-product-3.jpg"
"x-2041651734649401617","assets/midjourney-x-discussions/studio-product-lifestyle-midjourney-v7-beauty-product-4.jpg","prompt-libraries/awesome-ai-prompts/midjourney/x-2041651734649401617/studio-product-lifestyle-midjourney-v7-beauty-product-4.jpg","https://pub-911e4fa03f0c4323a80d8f3dc99d1c7f.r2.dev/prompt-libraries/awesome-ai-prompts/midjourney/x-2041651734649401617/studio-product-lifestyle-midjourney-v7-beauty-product-4.jpg"
"x-2041722089737220355","assets/midjourney-x-discussions/midjourney-v7-is-now-available-better-prompt-1.jpg","prompt-libraries/awesome-ai-prompts/midjourney/x-2041722089737220355/midjourney-v7-is-now-available-better-prompt-1.jpg","https://pub-911e4fa03f0c4323a80d8f3dc99d1c7f.r2.dev/prompt-libraries/awesome-ai-prompts/midjourney/x-2041722089737220355/midjourney-v7-is-now-available-better-prompt-1.jpg"
"x-2041978730797744391","assets/midjourney-x-discussions/whimsical-fantasy-illustration-soft-painterly-style-warm-1.jpg","prompt-libraries/awesome-ai-prompts/midjourney/x-2041978730797744391/whimsical-fantasy-illustration-soft-painterly-style-warm-1.jpg","https://pub-911e4fa03f0c4323a80d8f3dc99d1c7f.r2.dev/prompt-libraries/awesome-ai-prompts/midjourney/x-2041978730797744391/whimsical-fantasy-illustration-soft-painterly-style-warm-1.jpg"
"x-2042013871129690442","assets/midjourney-x-discussions/studio-noir-atmosphere-midjourney-v7-v8-character-1.jpg","prompt-libraries/awesome-ai-prompts/midjourney/x-2042013871129690442/studio-noir-atmosphere-midjourney-v7-v8-character-1.jpg","https://pub-911e4fa03f0c4323a80d8f3dc99d1c7f.r2.dev/prompt-libraries/awesome-ai-prompts/midjourney/x-2042013871129690442/studio-noir-atmosphere-midjourney-v7-v8-character-1.jpg"
"x-2042013871129690442","assets/midjourney-x-discussions/studio-noir-atmosphere-midjourney-v7-v8-character-2.jpg","prompt-libraries/awesome-ai-prompts/midjourney/x-2042013871129690442/studio-noir-atmosphere-midjourney-v7-v8-character-2.jpg","https://pub-911e4fa03f0c4323a80d8f3dc99d1c7f.r2.dev/prompt-libraries/awesome-ai-prompts/midjourney/x-2042013871129690442/studio-noir-atmosphere-midjourney-v7-v8-character-2.jpg"
"x-2042013871129690442","assets/midjourney-x-discussions/studio-noir-atmosphere-midjourney-v7-v8-character-3.jpg","prompt-libraries/awesome-ai-prompts/midjourney/x-2042013871129690442/studio-noir-atmosphere-midjourney-v7-v8-character-3.jpg","https://pub-911e4fa03f0c4323a80d8f3dc99d1c7f.r2.dev/prompt-libraries/awesome-ai-prompts/midjourney/x-2042013871129690442/studio-noir-atmosphere-midjourney-v7-v8-character-3.jpg"
"x-2042013871129690442","assets/midjourney-x-discussions/studio-noir-atmosphere-midjourney-v7-v8-character-4.jpg","prompt-libraries/awesome-ai-prompts/midjourney/x-2042013871129690442/studio-noir-atmosphere-midjourney-v7-v8-character-4.jpg","https://pub-911e4fa03f0c4323a80d8f3dc99d1c7f.r2.dev/prompt-libraries/awesome-ai-prompts/midjourney/x-2042013871129690442/studio-noir-atmosphere-midjourney-v7-v8-character-4.jpg"
"x-2042150555787604270","assets/midjourney-x-discussions/exploring-midjourney-style-reference-unlock-sref-680574490-1.jpg","prompt-libraries/awesome-ai-prompts/midjourney/x-2042150555787604270/exploring-midjourney-style-reference-unlock-sref-680574490-1.jpg","https://pub-911e4fa03f0c4323a80d8f3dc99d1c7f.r2.dev/prompt-libraries/awesome-ai-prompts/midjourney/x-2042150555787604270/exploring-midjourney-style-reference-unlock-sref-680574490-1.jpg"
"x-2042249399477362888","assets/midjourney-x-discussions/anime-cinematic-style-detailed-painterly-backgrounds-tradition-1.jpg","prompt-libraries/awesome-ai-prompts/midjourney/x-2042249399477362888/anime-cinematic-style-detailed-painterly-backgrounds-tradition-1.jpg","https://pub-911e4fa03f0c4323a80d8f3dc99d1c7f.r2.dev/prompt-libraries/awesome-ai-prompts/midjourney/x-2042249399477362888/anime-cinematic-style-detailed-painterly-backgrounds-tradition-1.jpg"
"x-2042374497668346036","assets/midjourney-x-discussions/studio-product-elemental-lifestyle-midjourney-v7-v8-1.jpg","prompt-libraries/awesome-ai-prompts/midjourney/x-2042374497668346036/studio-product-elemental-lifestyle-midjourney-v7-v8-1.jpg","https://pub-911e4fa03f0c4323a80d8f3dc99d1c7f.r2.dev/prompt-libraries/awesome-ai-prompts/midjourney/x-2042374497668346036/studio-product-elemental-lifestyle-midjourney-v7-v8-1.jpg"
"x-2042374497668346036","assets/midjourney-x-discussions/studio-product-elemental-lifestyle-midjourney-v7-v8-2.jpg","prompt-libraries/awesome-ai-prompts/midjourney/x-2042374497668346036/studio-product-elemental-lifestyle-midjourney-v7-v8-2.jpg","https://pub-911e4fa03f0c4323a80d8f3dc99d1c7f.r2.dev/prompt-libraries/awesome-ai-prompts/midjourney/x-2042374497668346036/studio-product-elemental-lifestyle-midjourney-v7-v8-2.jpg"
